Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
001.jpg,Corroded,1090.818220964567,1383.7227354454708,1238.259781003937,1476.43102486205,0.1506139696337917,0.12371282777479206,0.17994173651879758,0.14011075969734593,17.107468011811022,19.88939177878356,18.318959153543307,20.02938805877612,8.512133483438742,8.652040039336724,8.562163488139575,8.626820569141938,0.00033231218806187616,0.0002770132020517002,0.00034497975490091606,0.0002926852527398402,0.018229431918243534,0.016643713589571896,0.018573630633263817,0.017108046432595402,0.8999799597808222,0.8730035660467322,0.8857969320215894,0.8644994827301555
002.jpg,Corroded,2798.375799704724,3726.981461962924,3658.4788385826773,3891.9037758075515,0.07047268150038039,0.057576099974778604,0.059686763948449906,0.05454765855112372,36.08544537401575,43.46196292392585,43.13385826771654,44.67108934217869,8.919269228009941,9.053398832540783,9.040558990332123,9.063525807160222,0.00018396826344433938,0.0001536587486343799,0.0001564591141877596,0.00015072576490245674,0.013563490090840903,0.012395916611303091,0.012508361770741987,0.012277042188673001,0.7432424443062547,0.6567402194254677,0.6625051846992669,0.6415128918549724
003.jpg,Corroded,567.339505413386,825.9006758013517,747.8009350393701,870.8766197532395,0.12809025721557243,0.09805512764875338,0.10739297810133874,0.09161864786976309,14.438914862204726,18.074896149792302,16.886811023622045,18.894971789943583,8.906494474976732,9.080407216136587,9.018455353528562,9.122184445166562,0.0001868045117926174,0.00015254398417532657,0.0001648183838359864,0.00014410252640952926,0.013667644705384223,0.012350869774041283,0.012838161232668267,0.012004271173608553,0.9477136156045076,0.9238398965151045,0.9309265500978697,0.9196934845683613
004.jpg,Corroded,1669.4646284448818,2161.0928761857526,1782.1588336614172,1964.3885547771097,0.1026563036837501,0.0779851882921538,0.09678705554651819,0.09515384778962914,25.547551673228348,29.644181288362578,26.347810039370078,27.708041416082835,9.042914955285667,9.149304951838667,9.055086020571963,9.08059405662505,0.0002363395229720147,0.00019269280277044032,0.00021067705709630174,0.00020499172996609993,0.01537333805560831,0.01388138331616991,0.0145147186364842,0.014317532258252465,0.8466949531054059,0.801173927487082,0.8363107702850471,0.8192802512292369
005.jpg,Corroded,458.37069389763786,658.6546593093187,566.4856668307086,608.9290718581437,0.15688245803379675,0.15219981725899812,0.15187379969865564,0.11853064233741081,13.790846456692915,15.945997891995786,14.862020177165356,16.13819827639655,8.270610266881889,8.332309930397468,8.292507796613183,8.397094636364063,0.0006596557382567892,0.0006215369241452105,0.0006524865955005348,0.0005459520498060155,0.025683764098293482,0.024930642273018368,0.02554381716777144,0.02336561682913626,0.9567404442862737,0.9377563468498553,0.9466729368334853,0.9424618926377931
006.jpg,Corroded,324.0236220472441,478.1314402628806,430.12899852362204,516.1449562899126,0.20133445472941097,0.17344230269490685,0.1892169370234581,0.15480018488898528,11.023252952755906,13.581251162502326,12.82609498031496,14.147312294624589,7.559367272190466,7.7377147863382785,7.6832822132960645,7.778161711142343,0.0009502586143844162,0.0008055787703118589,0.0008360367062530999,0.000742002600007432,0.030826265008664547,0.02838271957215973,0.028914299338789102,0.027239724668348467,0.969489350623366,0.9545779982036863,0.9591852766952624,0.9509685980932009
007.jpg,Corroded,1493.6495447834645,2013.6288672577343,1875.4213828740162,1948.7141174282349,0.10521885915238305,0.07133295970684299,0.0758217997565018,0.07903679591912849,24.188176673228345,29.285634571269135,27.959030511811033,28.351540703081405,8.999200126573113,9.18178394213057,9.133026285094488,9.119020365559354,0.00021110088606895964,0.00014536720746824834,0.00015628882576124533,0.00015905574622234868,0.014529311273042493,0.012056832397783771,0.012501552933985655,0.012611730500702458,0.8622436656084972,0.8150804713011952,0.8280050872577795,0.8210509195912983
008.jpg,Corroded,1465.757443405512,1814.6084692169386,1371.9054502952754,1970.1588443176888,0.1514375678179851,0.1349844409271478,0.1503457015709802,0.11483510520481609,22.966350885826778,26.19232438464877,21.985174704724407,27.20453840907682,8.97844331966152,9.079724108763735,8.959237499256595,9.1147145920188,0.00024585296973328333,0.00021337744950894453,0.0002412305850002325,0.00019761698646715543,0.015679699287080837,0.014607445002769804,0.01553159956347808,0.014057630898097853,0.8643908943853156,0.8311972163633816,0.872097464289777,0.8167252628633113
009.jpg,Corroded,756.6691683070868,1341.8923677847356,1173.1731053149606,1200.212784425569,0.15179978701568947,0.0982857579992587,0.11504312401062579,0.11203318297899045,15.59067421259843,21.529419058838123,19.550319881889763,20.0994481988964,8.641729308510278,8.91412886557694,8.818540915862616,8.845703621660151,0.0002793373506668889,0.00019271586686269657,0.00022196907186783124,0.00021351775607017024,0.016713388365824835,0.013882214047575284,0.01489862650944144,0.01461224678378278,0.9300135486495609,0.8761527196535166,0.891697258499108,0.8892326277169171
010.jpg,Corroded,1899.306102362205,2579.714179428359,1931.2074926181106,2646.6587513175027,0.08607570789950833,0.06874515835546632,0.09100013198582405,0.07377301936799088,27.551673228346456,32.77958955917912,27.38638041338583,32.980283960567924,9.23842414497998,9.365709249449448,9.229603586154507,9.346598494089262,0.00013349477382548514,0.00011254508217987854,0.00013566311312310128,0.00011743659174589724,0.011553993847388233,0.010608726699273506,0.011647450928125917,0.010836816494981229,0.8251044825831818,0.7616955499176208,0.8209945460116026,0.7555084684744562
